10200: 9494556, 9739978, 9790752, 9778110, 7669806, 9781814, 9773199, 9780372, 9494183, 9776049, 9728166, 9781624, 9755712, 9787784, 9789141, 9689162, 9506503, 9769994, 9627253, 9791134
10201: 9548961, 9766191, 9775990, 9791082, 9772297, 9790859, 9763949, 9715270, 9262372, 9316164, 9612341, 9780517, 9787336, 9781558, 9779150, 9560354, 9779186, 9020783, 9773465, 9513182
10623: 9487749, 9785644, 8887108, 9547613, 9783643, 9251637, 9532638, 9658841, 9781902, 9790293, 9529562, 9572600, 9774403, 9778219, 9769504, 9389737, 9771223, 8067162, 9603494, 9769135
10701: 9386632, 9725048, 9327352, 9398935, 9777182, 9767637, 9773292, 9775803, 9674817, 9779797, 9782726, 9353079, 9733666, 9542918, 9783790, 9655693, 9778731, 9722223, 9402726, 9781362
10971: 9738944, 9573855, 9655635, 9737062, 9453967, 9652966, 9784444, 9784641, 9384441, 9539739, 9655684, 9688774, 9608065, 9776087, 9716107, 9785032, 9766048, 9159400, 9501278, 9482394
11132: 9596684, 8604053, 9766225, 9619699, 9659666, 9770045, 9647605, 9779747, 9772727, 9790682, 9351989, 9770218, 9772275, 9488798, 9754042, 9447001, 9778668, 9776583, 9552522, 9666842
11609: 9769178, 9788495, 9778240, 9790886, 9716285, 9784875, 9788106, 9287645, 9578459, 9543232, 9690499, 9566461, 9553432, 9788361, 9790917, 9251935, 9652812, 9784869, 9721163, 9717946
11649: 9788462, 9763710, 9700068, 9458953, 9705786, 9783148, 9714052, 8433025, 6725281, 9443420, 9774461, 9776047, 9788251, 9767363, 9705900, 9116226, 9534294, 9770126, 9782495, 9749901
11724: 9777233, 9772545, 9765643, 9515921, 9782746, 9448731, 9730858, 9654741, 9775529, 9736742, 9784951, 9779316, 9109318, 9780162, 9485813, 9779653, 9723131, 9740551, 9522866, 9715323
11951: 9766191, 9781424, 9773341, 9664390, 9432101, 9772363, 9142414, 9782237, 9568274, 9553264, 9193455, 9780020, 9776041, 9565758, 9687661, 9592890, 9774517, 9739342, 9779316, 9488213
