1222690: 9784097, 9749034, 9689162, 9788797, 9789974, 9552283, 9618572, 9786252, 9765545, 9782745, 9789692, 9782319, 9777705, 9765955, 9785260, 9775924, 9665676, 9776420, 9757698, 9768308
566670: 9696427, 9780974, 9782745, 9552283, 9781080, 9781295, 9784097, 9783203, 9765955, 9785260, 9784696, 9780928, 9776420, 9782319, 9789386, 9786252, 9665676, 9757698, 9768308, 9701366
1147377: 9787865, 9749034, 9780928, 9789603, 9788797, 9789974, 9618572, 9784097, 9777705, 9759355, 9765955, 9775924, 9746342, 9785260, 9782319, 9665676, 9776420, 9783239, 9757698, 9771568
667990: 9787865, 9749034, 9780974, 9788797, 9782745, 9552283, 9784097, 9780928, 9765955, 9788524, 9784696, 9777705, 9785260, 9775924, 9613340, 9776420, 9782319, 9757698, 9768308, 9771568
2421190: 9749034, 9780928, 9789603, 9787865, 9788797, 9782745, 9618572, 9765545, 9759355, 9786252, 9765955, 9777705, 9789692, 9782319, 9665676, 9785260, 9775924, 9757698, 9776420, 9779411
863673: 9749034, 9789603, 9696427, 9782085, 9782745, 9781295, 9770450, 9789537, 9784696, 9780974, 9789692, 9782319, 9613340, 9785260, 9775924, 9757698, 9776420, 9779411, 9771568, 9701366
2496459: 9749034, 9780928, 9788797, 9784696, 9788524, 9618572, 9782083, 9777705, 9782319, 9785424, 9746342, 9786252, 9785260, 9789393, 9776420, 9613340, 9787510, 9757698, 9768308, 9779411
1482733: 9749034, 9780928, 9787865, 9788797, 9618572, 9789537, 9765955, 9746342, 9775924, 9780860, 9765545, 9782319, 9785260, 9783203, 9786252, 9776420, 9777705, 9665676, 9779411, 9757698
2446434: 9765545, 9787865, 9788797, 9778732, 9618572, 9785260, 9782083, 9689162, 9775924, 9776420, 9780928, 9786252, 9777705, 9746342, 9737243, 9787510, 9665676, 9768308, 9757698, 9701366
791773: 9781998, 9779427, 9782319, 9777804, 9785260, 9677083, 9781502, 9779777, 9776420, 9780580, 9781295, 9779541, 9779184, 9787301, 9778351, 9780020, 9778628, 9665676, 9771568, 9701366
1709025: 9749034, 9689162, 9787865, 9788797, 9789974, 9789540, 9618572, 9765545, 9775924, 9782745, 9789692, 9665676, 9782319, 9765955, 9552283, 9779411, 9785260, 9757698, 9776420, 9701366
1288403: 9749034, 9782085, 9789603, 9787865, 9788797, 9782745, 9618572, 9765545, 9785260, 9775924, 9765955, 9780928, 9776420, 9782319, 9689162, 9786252, 9777705, 9757698, 9768308, 9779411
