10200: 9649560, 9695851, 9679893, 9520239, 9670286, 9649448, 9788497, 9695163, 9781423, 9652393, 9732825, 9566590, 9769341, 9788362, 9787346, 9667441, 9777036, 9780096, 9789600, 9782205
10201: 9779269, 9777320, 9775800, 9759544, 9776148, 9776882, 9777182, 9779071, 9658072, 9773461, 9685513, 9771224, 9778328, 9781264, 9779007, 9482177, 9773768, 9773015, 9730284, 9765699
10623: 9768308, 9776023, 9772092, 9705657, 9779288, 9775142, 9316440, 9777182, 9738944, 9261043, 9672076, 9776882, 9774789, 9744513, 9754794, 9740580, 9778845, 9487873, 9741004, 9739106
10701: 9452817, 9752388, 9674639, 9786066, 9765693, 9787243, 9670033, 7339226, 9780928, 9765943, 9773275, 9738944, 9588821, 9705178, 9741832, 9728819, 9765274, 9106131, 9788067, 9573677
10971: 9783296, 9769432, 8881380, 9489110, 8812424, 7571369, 8462836, 9423230, 9726786, 9597965, 9703727, 9776246, 9773014, 9787804, 9771479, 9674856, 9778413, 9778669, 9713719, 9773290
11132: 9783296, 9740907, 9776315, 9775903, 7840030, 9775708, 9750161, 9775461, 9761287, 9773282, 9773378, 9778804, 9358103, 9726298, 9778277, 9771842, 9778731, 9772727, 9778905, 9778819
11609: 9783296, 9781262, 9772178, 9772032, 9777768, 9778842, 9779873, 9774352, 9463929, 9711149, 9277684, 9702117, 9407023, 9769994, 9553162, 9744193, 9244524, 9785499, 9705454, 9784809
11649: 9754794, 9777492, 9778257, 9779737, 9781763, 9790025, 9778219, 9761873, 9782239, 9738968, 9789883, 9402377, 9191546, 9789862, 9754042, 9758825, 9761771, 9777299, 9789600, 9791050
11724: 9783296, 9767637, 9774383, 9594548, 9287897, 9775985, 9778139, 9776566, 9653825, 9720213, 9726553, 9772772, 9773408, 9657703, 9771855, 8319878, 9774626, 9503957, 9767302, 9772678
11951: 9774392, 9774652, 9469664, 9384813, 9402377, 9765965, 9789910, 9726320, 9695310, 9788907, 9771235, 9771051, 9772869, 9345351, 9779408, 9775402, 9336894, 7973332, 9777005, 9774120
11986: 9775733, 9713255, 9775003, 9773486, 9772813, 9771859, 9783024, 9778369, 9765172, 9764651, 9782806, 9772548, 9788921, 9765643, 9765551, 9774461, 9786694, 9790755, 9788705, 9276635
12016: 9380233, 9777636, 8189648, 9060044, 8389835, 8719013, 8939150, 9191546, 8345701, 9487954, 9268293, 8519225, 8660008, 9445412, 9402377, 9777470, 9627332, 9771645, 9773857, 9784527
12286: 9783296, 9662020, 9711149, 9702117, 9785499, 9784809, 9544516, 9746258, 9585775, 9674436, 9788873, 9779873, 9777156, 9791141, 9646340, 9443742, 9674398, 9625990, 9645072, 9603494
12517: 9783296, 9784094, 9786243, 9534388, 9592890, 9775361, 9776276, 9770369, 9779615, 9774065, 9769504, 9775184, 9784228, 9678511, 9775903, 8671597, 9704452, 9771121, 9775478, 9786230
12598: 9783296, 9402619, 8263148, 9561316, 9766140, 9405543, 9779129, 9683127, 9720623, 9784641, 9777811, 9774568, 9741144, 9774527, 9776303, 9743935, 9780389, 9778657, 9475708, 9760078
12718: 9380233, 9778728, 9774229, 9781360, 9765965, 9770792, 9777636, 9728819, 9776386, 9774826, 9769684, 9779355, 9770491, 9715101, 9726320, 9772389, 9776985, 9766620, 9695310, 9774652
12750: 9509305, 8169191, 6805871, 9368009, 9761771, 9773292, 9529681, 9095356, 9789279, 8518990, 9529776, 9635515, 8494970, 9428643, 9417719, 9702173, 9597965, 9778028, 9758882, 9771612
12879: 9767665, 9773070, 9749901, 9749469, 9772029, 9736796, 9777358, 9765955, 9775529, 9774527, 9769557, 9775577, 9774923, 9775003, 9779620, 9773486, 9788005, 9700085, 9771846, 9718697
12974: 9707797, 9780514, 9627478, 9775277, 9789279, 9787230, 9775733, 9773846, 9784097, 9755574, 9761873, 9765943, 9738855, 9769996, 9735316, 9765551, 9778971, 9600058, 9774382, 9788898
13208: 9770029, 9778736, 9573897, 9778732, 9776688, 9770051, 9656879, 9773290, 9766912, 9778722, 9783004, 9772813, 9768451, 9772443, 9767697, 9773612, 9774648, 9731074, 9714376, 9777190
14241: 9783296, 9775402, 9625990, 9645072, 9603494, 9625834, 9776023, 9775785, 9344933, 9638423, 9371430, 9606068, 9775131, 9778942, 9779873, 9737092, 9774352, 9443742, 9772869, 9341155
14894: 9714376, 9775964, 9765010, 9703482, 9749494, 9755574, 9779071, 9776152, 9782311, 9752388, 9786719, 9785048, 9782806, 9345351, 9625881, 9765218, 8494970, 9764651, 9776808, 9771170
15028: 9783296, 7840030, 9251034, 9779694, 9680136, 9585742, 9773248, 9769370, 9778813, 9758424, 9663762, 9775461, 9776544, 9739179, 9778351, 9385951, 9709817, 9778710, 9778375, 9740907
15075: 9771523, 9765336, 9790825, 9718488, 9743229, 9780496, 9522866, 9785732, 9738968, 9687332, 9765010, 9784138, 9765172, 9771938, 9784782, 9748319, 9771869, 9790755, 9766722, 9780019
15162: 9685604, 9776246, 8881380, 9485944, 9145316, 9305270, 6524220, 9752388, 9783977, 9574204, 9772095, 9776223, 9342410, 9713719, 9776087, 9786729, 9772026, 9783043, 9774382, 9741832
15226: 9780919, 9448384, 9771051, 9738095, 9770400, 9752388, 9735795, 9690499, 9778722, 9573677, 9744193, 9785048, 9755574, 9765175, 9775582, 9781998, 9370577, 9717865, 9783977, 9402377
15247: 9772227, 9765582, 9774708, 7037860, 9777026, 9786243, 9777319, 9790885, 9777811, 9755756, 9766191, 9655635, 9603402, 9625881, 9783626, 9783652, 9783667, 9778168, 9770051, 9689167
15304: 9333533, 9784809, 9772228, 9737047, 9771051, 9773543, 9744403, 9769348, 9489452, 9776808, 9776152, 9772873, 9773045, 9714376, 9773464, 9774648, 9771253, 9775794, 9778701, 9774125
15545: 9755574, 9736742, 9766231, 9714376, 9398935, 9775794, 9656879, 9789927, 9740580, 9774826, 9780986, 9789379, 9316440, 9767481, 9380321, 9764651, 9788310, 9743229, 9778971, 9756361
15697: 9670154, 9726786, 9789386, 9752305, 9704305, 9713719, 9772000, 9763949, 9789743, 9761601, 9765010, 9748319, 9703482, 9790825, 9765693, 9747624, 9761450, 9768638, 9777955, 9752388
16035: 9764622, 9470084, 9765359, 9740907, 9485944, 9776985, 9738095, 9752388, 9498083, 9434608, 9402726, 9449555, 9299282, 9594641, 9625881, 9345351, 9514908, 9423887, 9770729, 9344785
16177: 9767665, 9715101, 9703727, 9757972, 9774429, 9736876, 9773102, 9778722, 9683742, 7971256, 9095356, 8426681, 7984796, 9584263, 7897734, 8431740, 7976506, 7973390, 9597965, 9062150
16562: 9236004, 9778788, 9770451, 9761926, 9776050, 9789644, 9789927, 9752305, 9779071, 9771127, 9775131, 9764651, 9765172, 9740237, 9703482, 9778722, 9785499, 9765274, 9755574, 9777505
17205: 9767665, 9772710, 9777393, 9386632, 9788752, 9772275, 9789404, 9337779, 9785350, 9700483, 9522866, 9248489, 9772367, 9783585, 9765336, 9782919, 9740530, 9774557, 9776688, 9773539
17548: 9714487, 9760078, 9780677, 9784782, 9449625, 9778945, 9770051, 9398323, 9772050, 9766238, 9307596, 9783314, 9776246, 9783042, 9774429, 9785267, 9785174, 9785113, 9782672, 9424134
17649: 9749494, 9765172, 9475708, 9418347, 9679971, 9740907, 7157432, 9779873, 9773296, 9316440, 9111840, 9606068, 9765693, 9740047, 9751135, 9739947, 9762058, 9527217, 9773877, 9708980
18095: 9770390, 9776870, 9773282, 9787243, 9470084, 9774840, 9772727, 9781057, 9713719, 7339226, 9780181, 8220538, 9788918, 9727831, 9270363, 9783509, 9691368, 9337779, 9485944, 9761671
18294: 9380233, 9778728, 9268293, 8519225, 8660008, 9402377, 9777470, 9627332, 9771645, 9771523, 9773857, 9784527, 9768515, 9774229, 9777941, 9781360, 9547569, 9770792, 9777636, 9728819
18370: 9786693, 9765693, 9775325, 7642426, 9201573, 9750500, 9589304, 9785048, 9664053, 9777955, 9677792, 9738095, 9349120, 9594641, 8396520, 9630268, 9789927, 9728349, 9790476, 9685695
19025: 9741832, 9715101, 8519225, 8352593, 9786139, 9774826, 9753689, 9779355, 9786204, 9449625, 9276044, 9700483, 9786306, 9788388, 9665577, 9773744, 9638312, 9487954, 9638423, 9106131
19026: 9783296, 8345701, 9402377, 9777470, 9773857, 9784527, 9770792, 9777636, 9776386, 9779355, 9772389, 9776985, 9774652, 9772443, 9665577, 9766770, 7840030, 9767697, 9773744, 9487954
19176: 9774074, 9784808, 9773566, 9674398, 9765943, 9773470, 9738095, 9529681, 9740551, 9776968, 9706174, 9771168, 9702117, 9778942, 9427647, 7750800, 9201573, 9772502, 9483777, 9573897
19282: 9380233, 9787937, 9765759, 9696427, 9718334, 9782495, 9772256, 9749849, 9391490, 9766191, 9749857, 9766279, 9770551, 9518688, 9772835, 9688918, 9705336, 9779129, 9683127, 9652735
19586: 9767665, 9771325, 9776916, 9773278, 9770829, 9695310, 9772389, 9726320, 9779355, 9257481, 9774826, 9779723, 9489110, 9738993, 9778728, 9768515, 9784527, 9773857, 9777470, 9487954
19904: 9777320, 9780348, 9772830, 9781906, 9595653, 9771197, 9746810, 9774595, 9754042, 9778236, 9774580, 9776922, 9786247, 9689167, 9774096, 9783667, 9772517, 9790885, 9784228, 9786243
19915: 9773700, 9522517, 9537890, 9752388, 9349120, 9603402, 9418347, 9773295, 9777406, 9780020, 9744513, 9703482, 9772629, 9776152, 9788239, 9785048, 9790406, 9786955, 9337779, 9770400
20050: 9780020, 9778236, 9765359, 9785048, 9714376, 9752388, 9765175, 9787525, 9725132, 9362143, 9634567, 9765010, 9773306, 9770146, 9788043, 9773697, 9498083, 9758825, 9778971, 9772629
20098: 9380233, 9776246, 9767566, 9382818, 9784641, 9777811, 9777319, 9778262, 9774376, 9774568, 9774708, 9771126, 9789316, 9741144, 9770541, 9743935, 9729924, 9789540, 9771151, 9696697
20306: 9783296, 9787402, 9778669, 9778413, 9664390, 9695422, 9776246, 9598383, 9771576, 9644558, 9774429, 9789561, 9789563, 9016163, 9670314, 7971256, 8608638, 9774403, 7897734, 9724867
20386: 9738868, 9736646, 9770400, 9766140, 9756020, 9683127, 9771325, 9640407, 9774708, 9773943, 9789540, 9775846, 9770145, 9775697, 9772029, 9775577, 9776691, 9376315, 9737676, 9771572
20396: 9783296, 9773543, 9648689, 9774648, 9585742, 9684324, 9775850, 9744403, 9771051, 9045466, 9778645, 9766770, 7840030, 9776046, 9778701, 9778007, 8019832, 9779674, 9777969, 9775998
20968: 9362143, 9789125, 9413252, 9384813, 9761771, 9787243, 9775361, 9485944, 9787116, 7691970, 9741832, 9765175, 9749905, 9736742, 9737687, 9739200, 9739313, 9740047, 9765359, 9703482
21298: 9380233, 9687332, 9775131, 9629357, 9398935, 9776968, 9765680, 9769769, 9773288, 9679590, 9777582, 9572187, 9766635, 9227977, 9777768, 9778842, 9711877, 9784180, 9772433, 9779873
21378: 9779620, 9703482, 9695851, 9744193, 9729924, 9735795, 9778236, 9775985, 9776508, 9496568, 9779267, 9735669, 9276361, 9402377, 9777299, 9565788, 9730707, 9746258, 9565758, 9783042
21463: 9772448, 9725350, 9751135, 9771237, 9771124, 9775708, 9785113, 9775688, 9754042, 9769496, 8494970, 9785000, 9783657, 9420172, 9779019, 9773003, 9777156, 8222657, 9482177, 9727274
21471: 9409189, 9784097, 9405543, 9583081, 9786699, 9771796, 9790344, 9738456, 9779184, 9788310, 7303601, 9772297, 9735686, 9775927, 9775371, 9227977, 9775596, 9784947, 9782202, 9776394
21552: 9380233, 9774549, 9654458, 9775283, 9778386, 9775697, 9475708, 9701289, 9672569, 9778657, 9772279, 9770145, 9659315, 9714407, 9790038, 9677083, 9779285, 9770709, 9544705, 9733858
21557: 9783296, 9715959, 9774392, 9577040, 9779184, 9769328, 9776184, 9770400, 9779797, 9777769, 9775804, 9773278, 9594794, 9772443, 9770829, 9776985, 9769432, 9772389, 9771325, 9728819
22130: 9380233, 9771576, 9683742, 9016163, 7971256, 7985048, 9095356, 7984796, 8431740, 9597965, 9716537, 9781705, 9757574, 9773172, 9777233, 9726786, 9777750, 9423230, 9677895, 9703727
22404: 9767665, 9725209, 9084355, 9675099, 9710729, 9775804, 9777769, 9779797, 9779723, 9654759, 9594548, 9688774, 9776184, 9246961, 9473058, 9371926, 9779184, 9779133, 9743874, 9743870
22433: 9380233, 9773392, 9775846, 9779285, 9677083, 9770145, 9772279, 9777704, 9475708, 9773900, 9775697, 9778386, 9774549, 9767639, 9772029, 9778302, 9770799, 9777505, 9775577, 9774923
22548: 9779007, 9753653, 9683056, 9778381, 9790756, 9778780, 9746751, 9765359, 9720623, 9773987, 9769769, 9674398, 9738095, 9736796, 9758825, 9779186, 9776916, 8881380, 9774864, 9776583
