10200: 9649560, 9430788, 9780019, 9695851, 9520239, 9695163, 9652393, 9780020, 9737094, 9452817, 9482380, 9376034, 9493113, 9701366, 9768308, 9777043, 9776420, 9679893, 9670286, 9649448
10201: 9779269, 9482177, 9772104, 9777320, 9775800, 9776148, 9779071, 9765153, 7986260, 9773279, 9775500, 9777492, 9749830, 9772433, 9782319, 9768308, 9785062, 9759544, 9776882, 9777182
10623: 9768308, 9779288, 9777182, 9778845, 9776023, 9316440, 9738944, 9744513, 9754794, 9749830, 9778102, 9779071, 9766088, 9777043, 9698306, 9493113, 9701366, 9772092, 9705657, 9775142
10701: 9452817, 9674639, 9773290, 9701366, 9752388, 9787243, 9670033, 9738944, 9741832, 9106131, 9774541, 9776420, 9780020, 9238262, 8345701, 7984796, 9404462, 9786066, 9765693, 7339226
10971: 9783296, 9769432, 9769387, 8881380, 9489110, 8812424, 8462836, 9713719, 9776916, 9692521, 9776148, 9749830, 9777492, 9785062, 9770450, 9779411, 9782319, 7571369, 9423230, 9726786
11132: 9783296, 9771842, 9776148, 9776315, 9750161, 9773378, 9777804, 9775776, 9737083, 9785000, 9785062, 9776176, 9749830, 8462836, 9768308, 9376116, 9782319, 9740907, 9775903, 7840030
11609: 9783296, 9777768, 9771568, 8076727, 9778842, 9774352, 9463929, 9711149, 9407023, 9737442, 9749830, 9735725, 9772433, 9766088, 9779184, 9782319, 9779411, 9781262, 9772178, 9772032
11649: 9754794, 9777492, 9778257, 9782319, 9779737, 9778219, 9402377, 9777299, 8462836, 9769387, 9787487, 9688835, 9776148, 9749830, 9772433, 9785062, 9779411, 9781763, 9790025, 9761873
11724: 9783296, 9767637, 9508386, 9774383, 9594548, 9776566, 9777804, 9777767, 9740182, 9778627, 9765713, 9529717, 9776420, 9768308, 9777043, 9749830, 9782319, 9287897, 9775985, 9778139
11951: 9774392, 9787487, 9780019, 9384813, 9402377, 9782994, 9790987, 9376034, 9746342, 9692521, 9777492, 9780020, 8494970, 9698306, 9782319, 9404462, 9768308, 9774652, 9469664, 9765965
11986: 9775733, 9775003, 9785260, 9782319, 9713255, 9773486, 9771859, 9783203, 9782378, 9765955, 9770450, 9627478, 9768308, 9508386, 9778102, 9784696, 9652905, 9772813, 9783024, 9778369
12016: 9380233, 8189648, 9698306, 9769387, 9777636, 9060044, 9627332, 9756146, 8418229, 9775804, 9766620, 9724867, 8438145, 9765713, 9778628, 9785260, 9779411, 8389835, 8719013, 8939150
12286: 9783296, 9544516, 9698306, 8345701, 9711149, 9785499, 9585775, 6965775, 9775648, 9695726, 9627332, 9508386, 9768308, 9777492, 9749830, 9782319, 9770450, 9662020, 9702117, 9784809
12517: 9783296, 9733666, 7516793, 9782319, 9784094, 9786243, 9769504, 9776191, 9735234, 9776176, 9733003, 9771568, 9735725, 9749830, 8494970, 9777804, 9680209, 9534388, 9592890, 9775361
12598: 9783296, 9774527, 9777182, 9402619, 9766140, 9683127, 9597965, 9769387, 9765955, 9738303, 8462836, 9777969, 9749830, 9652905, 9765713, 9768308, 8438145, 8263148, 9561316, 9405543
12718: 9380233, 9768177, 9698306, 9782319, 9781360, 9774826, 9766620, 9767697, 9773857, 8189648, 9721993, 9724867, 9769387, 9673285, 9765713, 9778628, 9779411, 9778728, 9774229, 9765965
12750: 9509305, 9773292, 9594550, 8169191, 6805871, 8494970, 9702173, 9597965, 9267942, 9740182, 9777804, 8438145, 9776420, 9306867, 9772903, 9581706, 9780020, 9368009, 9761771, 9529681
12879: 9767665, 9774527, 9652905, 9782319, 9772029, 9777358, 9765955, 9773486, 9704868, 9625707, 9738729, 9775648, 9765713, 9769387, 8345701, 9749830, 9779411, 9773070, 9749901, 9749469
12974: 9707797, 9775277, 9749830, 9782319, 9627478, 9789279, 9775733, 9769996, 9738944, 9772104, 9768308, 7986260, 9740237, 9741832, 9766088, 9771568, 9772433, 9780514, 9787230, 9773846
13208: 9770029, 9773290, 9223506, 9782319, 9778736, 9776688, 9774541, 9779577, 9768308, 9778827, 9341375, 9776176, 9772433, 9652905, 9772104, 8345701, 9594550, 9573897, 9778732, 9770051
14241: 9783296, 9344933, 9698306, 9701366, 9775402, 9775131, 9695726, 9773356, 8389835, 8519225, 9627332, 9768308, 9776148, 9778102, 9529717, 9770450, 9749830, 9625990, 9645072, 9603494
14894: 9714376, 9703482, 9778102, 9765010, 9776152, 9782311, 9765218, 8494970, 9772367, 9740237, 9741832, 9765955, 9749830, 9770450, 9779411, 9776420, 9782319, 9775964, 9749494, 9755574
15028: 9783296, 9769370, 9780019, 9251034, 9585742, 9778351, 9709817, 9045466, 9768308, 9748060, 9778627, 9452817, 9652905, 9780020, 9772433, 8222657, 9782319, 7840030, 9779694, 9680136
15075: 9771523, 9765172, 9740237, 9765336, 9743229, 9784782, 9748319, 9780019, 9785665, 9784696, 9765955, 9741832, 9785260, 9765713, 9785062, 9768308, 9782319, 9790825, 9718488, 9780496
15162: 9685604, 6524220, 9741832, 8881380, 9305270, 9713719, 9772026, 9775500, 9777492, 9673472, 9769387, 9777043, 8438145, 9780020, 9404462, 9665676, 9648242, 9776246, 9485944, 9145316
15226: 9780919, 9770400, 9735670, 9771051, 9738095, 9690499, 9782955, 9735686, 9765955, 9782133, 9780020, 9778102, 9770450, 9698306, 9768308, 8389835, 8438145, 9448384, 9752388, 9735795
15247: 9772227, 9729924, 9508386, 9765582, 9777026, 9777319, 9789316, 9772660, 9777492, 9703727, 8462836, 9769387, 9782319, 9768308, 9749830, 9772433, 9785062, 9774708, 7037860, 9786243
15304: 9333533, 9772228, 9777768, 9771051, 9773543, 9776152, 8519225, 9768451, 9776148, 9744513, 9776176, 9777043, 9779411, 9785260, 9429236, 9698306, 9782319, 9784809, 9737047, 9744403
15545: 9755574, 9767481, 9780020, 9782319, 9766231, 9789927, 9740580, 9738944, 9768308, 9765218, 9776176, 7986260, 9777705, 9777182, 9789481, 9785062, 9404462, 9736742, 9714376, 9398935
15697: 9670154, 9713719, 9741832, 9726786, 9748319, 9703482, 9747624, 9765551, 9740237, 9766088, 9777804, 9749830, 9785062, 9784696, 9768308, 9429236, 8438145, 9789386, 9752305, 9704305
16035: 9764622, 9703482, 9778102, 9470084, 9738095, 9747624, 9316796, 9679971, 9778917, 9765955, 9780020, 9776148, 9776420, 9777043, 9376116, 9642878, 9782319, 9765359, 9740907, 9485944
16177: 9767665, 7984796, 9673285, 9715101, 9703727, 9774429, 9778722, 9771576, 9724867, 8345701, 9789316, 9680209, 9765713, 9698306, 9776176, 9785260, 9782319, 9757972, 9736876, 9773102
16562: 9236004, 9789644, 9780020, 9782319, 9778788, 9789927, 9775131, 9765172, 9740237, 9728036, 9768308, 9765955, 9780019, 9376034, 9698306, 8494970, 9581706, 9770451, 9761926, 9776050
17205: 9767665, 9589304, 9544516, 9777393, 9772275, 9772367, 9575212, 9765218, 9782219, 9785260, 8076727, 9776420, 9738729, 9790002, 9680209, 9429236, 9782319, 9772710, 9386632, 9788752
17548: 9714487, 9784782, 9701366, 9581706, 9760078, 9449625, 7303601, 9728036, 9703482, 9740237, 8494970, 9777492, 9749830, 9771568, 9778102, 9642878, 9735670, 9780677, 9778945, 9770051
17649: 9749494, 9765172, 9780019, 9418347, 9679971, 9316440, 9606068, 9575212, 7662811, 9376034, 9789721, 9785260, 9493113, 9782083, 9238262, 8608638, 9701366, 9475708, 9740907, 7157432
18095: 9770390, 9787243, 9776292, 9776870, 9713719, 9735686, 9559885, 9703482, 9775927, 9749830, 9780561, 9771568, 8462836, 9238262, 9790344, 9404462, 9782319, 9773282, 9470084, 9774840
18294: 9380233, 9627332, 9769387, 9268293, 8519225, 9774826, 8345701, 9777969, 9775183, 9768451, 9724867, 9765713, 9778628, 9785260, 9779411, 9782319, 9785062, 9778728, 8660008, 9402377
18370: 9786693, 9589304, 9654563, 9775325, 9738095, 9789927, 9685695, 9673134, 9249923, 6976992, 9768308, 9790344, 9777043, 9780020, 9765713, 9785062, 9782319, 9765693, 7642426, 9201573
