10200: 9786245, 7303601, 9735725, 9786252, 9306867, 7516793, 9418347, 9402377, 9636715, 9770450, 9463121, 9776420, 8426681, 8598406, 9778787, 9671924, 9776148, 9757698, 9238262, 9728036
10201: 9714274, 9775647, 9748060, 9597965, 9772903, 9776420, 9498083, 9773295, 9542734, 9780561, 9768308, 9765713, 9772866, 9777364, 9771166, 9778351, 9741832, 9770450, 9306867, 9402377
10623: 9752305, 9784875, 9785260, 9782319, 9768308, 9772835, 9773356, 9402377, 9663313, 7516793, 9501278, 9778102, 9703727, 9375130, 9705454, 9713719, 9780020, 8438145, 9642878, 9766191
10701: 9336894, 9739106, 9777182, 9402377, 9768308, 9770450, 9778710, 9779713, 9744513, 9765713, 9663313, 9776420, 9336858, 7976506, 9707797, 9705187, 9762249, 9581706, 9306867, 9230665
10971: 9391664, 9782994, 9762249, 9402377, 9777492, 9776420, 9665755, 9775648, 9761311, 9780561, 9768308, 9770450, 9060044, 9756361, 9790822, 9778257, 9776148, 7516793, 9642878, 9230665
11132: 9772475, 9777804, 9733666, 9701323, 9765955, 9648242, 9648146, 9402377, 9654479, 9770450, 9775131, 9785062, 9771051, 9735234, 9776521, 9776041, 9776148, 9765713, 9779411, 9780472
11609: 9779316, 9780807, 9272340, 9735234, 9717601, 9581706, 9746384, 9773857, 9781506, 9754265, 9665676, 9770450, 9768793, 9500123, 9711800, 9713719, 9721993, 9782319, 9642878, 9786719
11649: 9790414, 9544516, 9703482, 8598406, 9529717, 9785062, 9434608, 9402377, 9771995, 9749034, 9779411, 9757698, 9690499, 9487749, 9775909, 9781656, 9293016, 8438145, 9238262, 9603402
11724: 9685513, 9744513, 9703482, 8550850, 7516793, 9768308, 9639777, 9482380, 9598383, 9778102, 9603293, 9376116, 9402377, 9723131, 9566590, 9780193, 9776420, 8438145, 9777492, 9349120
11951: 9779580, 9729924, 9749830, 9782319, 9768308, 9770390, 9751115, 9402377, 9783024, 9780019, 9501278, 7516793, 9765218, 9773700, 9774708, 9771576, 9735725, 9770450, 9642878, 9775207
11986: 9676767, 6965775, 9223506, 9782319, 9680209, 9685513, 9773356, 9690499, 9778102, 9693778, 9775131, 9785062, 9701469, 9677083, 9674436, 9781656, 9780020, 9701366, 9306867, 9765643
12016: 8426681, 9782994, 9780020, 8438145, 9768308, 9434608, 9751115, 9402377, 9765153, 9779227, 9306867, 9770450, 9597965, 9783965, 9790822, 9771576, 9776420, 9782319, 9778628, 9603402
